Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
4026,Entry long,2025-03-07 09:00,BUY,98.06,181.22,17770.4332,746.6,4.20,793.72,4.47,-79.73,-0.45,79941.71,79.94
4027,Exit long,2025-03-09 02:30,EXIT_LONG,104.21,174.71,18003.8655,202.57,1.13,214.8,1.19,-27.94,-0.16,80144.28,80.14
4027,Entry long,2025-03-09 00:30,BUY,103.05,174.71,18003.8655,202.57,1.13,214.8,1.19,-27.94,-0.16,80144.28,80.14
4028,Exit long,2025-03-09 15:45,EXIT_LONG,101.29,175.52,18024.1488,-245.65,-1.36,14.04,0.08,-494.8,-2.75,79898.63,79.90
4028,Entry long,2025-03-09 07:15,BUY,102.69,175.52,18024.1488,-245.65,-1.36,14.04,0.08,-494.8,-2.75,79898.63,79.90
4029,Exit long,2025-03-09 15:45,EXIT_LONG,101.29,175.92,18015.9672,-196.97,-1.09,63.31,0.35,-446.69,-2.48,79701.67,79.70
4029,Entry long,2025-03-09 07:30,BUY,102.41,175.92,18015.9672,-196.97,-1.09,63.31,0.35,-446.69,-2.48,79701.67,79.70
4030,Exit long,2025-03-09 15:45,EXIT_LONG,101.29,176.34,18004.314,-142.79,-0.79,118.11,0.66,-393.11,-2.18,79558.88,79.56
4030,Entry long,2025-03-09 07:45,BUY,102.1,176.34,18004.314,-142.79,-0.79,118.11,0.66,-393.11,-2.18,79558.88,79.56
4031,Exit long,2025-03-09 23:00,EXIT_LONG,99.5,179.92,17959.6144,-57.56,-0.32,23.38,0.13,-415.48,-2.31,79501.33,79.50
4031,Entry long,2025-03-09 18:30,BUY,99.82,179.92,17959.6144,-57.56,-0.32,23.38,0.13,-415.48,-2.31,79501.33,79.50
4032,Exit long,2025-03-09 23:00,EXIT_LONG,99.5,180.46,17955.77,0,0.00,54.12,0.30,-359,-2.00,79501.33,79.50
4032,Entry long,2025-03-09 18:45,BUY,99.5,180.46,17955.77,0,0.00,54.12,0.30,-359,-2.00,79501.33,79.50
4033,Exit long,2025-03-09 23:00,EXIT_LONG,99.5,181.75,17924.185,159.89,0.89,214.39,1.20,-201.68,-1.13,79661.21,79.66
4033,Entry long,2025-03-09 19:00,BUY,98.62,181.75,17924.185,159.89,0.89,214.39,1.20,-201.68,-1.13,79661.21,79.66
4034,Exit long,2025-03-10 09:15,EXIT_LONG,95.59,185.93,17971.9938,-198.88,-1.11,237.91,1.32,-687.72,-3.83,79462.34,79.46
4034,Entry long,2025-03-10 01:00,BUY,96.66,185.93,17971.9938,-198.88,-1.11,237.91,1.32,-687.72,-3.83,79462.34,79.46
4035,Exit long,2025-03-10 09:15,EXIT_LONG,95.59,187.43,17957.6683,-41.22,-0.23,399.09,2.22,-534,-2.97,79421.11,79.42
4035,Entry long,2025-03-10 01:45,BUY,95.81,187.43,17957.6683,-41.22,-0.23,399.09,2.22,-534,-2.97,79421.11,79.42
4036,Exit long,2025-03-10 09:15,EXIT_LONG,95.59,187.1,17961.6,-76.69,-0.43,362.85,2.02,-568.6,-3.17,79344.42,79.34
4036,Entry long,2025-03-10 02:00,BUY,96,187.1,17961.6,-76.69,-0.43,362.85,2.02,-568.6,-3.17,79344.42,79.34
4037,Exit long,2025-03-11 07:45,EXIT_LONG,88.63,192.3,17939.667,-895.83,-5.00,144.18,0.80,-1351.44,-7.54,78448.59,78.45
4037,Entry long,2025-03-10 22:15,BUY,93.29,192.3,17939.667,-895.83,-5.00,144.18,0.80,-1351.44,-7.54,78448.59,78.45
4038,Exit long,2025-03-11 07:45,EXIT_LONG,88.63,193.16,17931.0428,-811.01,-4.52,233.65,1.30,-1268.66,-7.08,77637.58,77.64
4038,Entry long,2025-03-10 22:30,BUY,92.83,193.16,17931.0428,-811.01,-4.52,233.65,1.30,-1268.66,-7.08,77637.58,77.64
4039,Exit long,2025-03-11 07:45,EXIT_LONG,88.63,193.71,17922.0492,-753.29,-4.20,294.34,1.64,-1212.24,-6.77,76884.29,76.88
4039,Entry long,2025-03-10 22:45,BUY,92.52,193.71,17922.0492,-753.29,-4.20,294.34,1.64,-1212.24,-6.77,76884.29,76.88
4040,Exit long,2025-03-11 09:45,EXIT_LONG,86.68,207.24,17698.296,265.12,1.50,265.12,1.50,-439.1,-2.48,77149.41,77.15
4040,Entry long,2025-03-11 08:30,BUY,85.4,207.24,17698.296,265.12,1.50,265.12,1.50,-439.1,-2.48,77149.41,77.15
4041,Exit long,2025-03-11 09:45,EXIT_LONG,86.68,209.18,17679.8936,451.57,2.56,451.57,2.56,-259.24,-1.47,77600.98,77.60
4041,Entry long,2025-03-11 08:45,BUY,84.52,209.18,17679.8936,451.57,2.56,451.57,2.56,-259.24,-1.47,77600.98,77.60
4042,Exit long,2025-03-11 09:45,EXIT_LONG,86.68,210.72,17649.9072,614.95,3.49,614.95,3.49,-40.01,-0.23,78215.93,78.22
4042,Entry long,2025-03-11 09:15,BUY,83.76,210.72,17649.9072,614.95,3.49,614.95,3.49,-40.01,-0.23,78215.93,78.22
4043,Exit long,2025-03-12 15:30,EXIT_LONG,89.5,199.8,17826.156,55.93,0.31,129.83,0.73,-229.7,-1.29,78271.86,78.27
4043,Entry long,2025-03-12 10:45,BUY,89.22,199.8,17826.156,55.93,0.31,129.83,0.73,-229.7,-1.29,78271.86,78.27
4044,Exit long,2025-03-12 15:30,EXIT_LONG,89.5,199.9,17825.083,65.95,0.37,139.89,0.79,-219.83,-1.23,78337.8,78.34
4044,Entry long,2025-03-12 11:00,BUY,89.17,199.9,17825.083,65.95,0.37,139.89,0.79,-219.83,-1.23,78337.8,78.34
4045,Exit long,2025-03-12 15:30,EXIT_LONG,89.5,199.88,17827.2972,61.94,0.35,135.88,0.76,-223.8,-1.26,78399.75,78.40
4045,Entry long,2025-03-12 11:15,BUY,89.19,199.88,17827.2972,61.94,0.35,135.88,0.76,-223.8,-1.26,78399.75,78.40
4046,Exit long,2025-03-13 01:15,EXIT_LONG,90.69,201.79,17844.2897,455.91,2.56,488.19,2.74,-227.96,-1.28,78855.66,78.86
4046,Entry long,2025-03-12 23:00,BUY,88.43,201.79,17844.2897,455.91,2.56,488.19,2.74,-227.96,-1.28,78855.66,78.86
4047,Exit long,2025-03-13 01:15,EXIT_LONG,90.69,202.66,17836.1066,542.97,3.05,575.39,3.23,-42.55,-0.24,79398.63,79.40
4047,Entry long,2025-03-12 23:15,BUY,88.01,202.66,17836.1066,542.97,3.05,575.39,3.23,-42.55,-0.24,79398.63,79.40
4048,Exit long,2025-03-13 17:30,EXIT_LONG,89.53,199.36,17948.3808,-99.65,-0.56,53.81,0.30,-346.8,-1.93,79298.98,79.30
4048,Entry long,2025-03-13 13:00,BUY,90.03,199.36,17948.3808,-99.65,-0.56,53.81,0.30,-346.8,-1.93,79298.98,79.30
4049,Exit long,2025-03-13 17:30,EXIT_LONG,89.53,199.47,17942.3265,-83.76,-0.47,49.85,0.28,-331.03,-1.85,79215.23,79.22
4049,Entry long,2025-03-13 13:15,BUY,89.95,199.47,17942.3265,-83.76,-0.47,49.85,0.28,-331.03,-1.85,79215.23,79.22
4050,Exit long,2025-03-13 17:30,EXIT_LONG,89.53,200.49,17919.7962,30.07,0.17,118.26,0.66,-218.48,-1.22,79245.29,79.25
4050,Entry long,2025-03-13 13:45,BUY,89.38,200.49,17919.7962,30.07,0.17,118.26,0.66,-218.48,-1.22,79245.29,79.25
4051,Exit long,2025-03-14 06:00,EXIT_LONG,87.05,205.09,17931.0187,-77.91,-0.43,116.87,0.65,-235.79,-1.32,79167.38,79.17
4051,Entry long,2025-03-14 00:30,BUY,87.43,205.09,17931.0187,-77.91,-0.43,116.87,0.65,-235.79,-1.32,79167.38,79.17
4052,Exit long,2025-03-14 06:00,EXIT_LONG,87.05,205.23,17924.7882,-59.5,-0.33,106.69,0.60,-217.49,-1.21,79107.88,79.11
4052,Entry long,2025-03-14 01:00,BUY,87.34,205.23,17924.7882,-59.5,-0.33,106.69,0.60,-217.49,-1.21,79107.88,79.11
4053,Exit long,2025-03-14 06:00,EXIT_LONG,87.05,205.29,17925.9228,-55.41,-0.31,110.83,0.62,-213.45,-1.19,79052.46,79.05
4053,Entry long,2025-03-14 01:15,BUY,87.32,205.29,17925.9228,-55.41,-0.31,110.83,0.62,-213.45,-1.19,79052.46,79.05
4054,Exit long,2025-03-16 12:00,EXIT_LONG,92.28,193.96,17906.3872,-7.76,-0.04,71.77,0.40,-207.54,-1.16,79044.7,79.04
4054,Entry long,2025-03-16 07:45,BUY,92.32,193.96,17906.3872,-7.76,-0.04,71.77,0.40,-207.54,-1.16,79044.7,79.04
4055,Exit long,2025-03-16 12:00,EXIT_LONG,92.28,194.55,17900.5455,52.53,0.29,66.15,0.37,-147.86,-0.83,79097.23,79.10
4055,Entry long,2025-03-16 09:45,BUY,92.01,194.55,17900.5455,52.53,0.29,66.15,0.37,-147.86,-0.83,79097.23,79.10
4056,Exit long,2025-03-16 12:00,EXIT_LONG,92.28,194.99,17888.3826,105.3,0.59,118.95,0.66,-95.55,-0.53,79202.53,79.20
4056,Entry long,2025-03-16 10:00,BUY,91.74,194.99,17888.3826,105.3,0.59,118.95,0.66,-95.55,-0.53,79202.53,79.20
4057,Exit long,2025-03-17 00:15,EXIT_LONG,89.99,196.7,17921.337,-220.31,-1.23,78.68,0.44,-544.87,-3.04,78982.22,78.98
4057,Entry long,2025-03-16 17:45,BUY,91.11,196.7,17921.337,-220.31,-1.23,78.68,0.44,-544.87,-3.04,78982.22,78.98
4058,Exit long,2025-03-17 00:15,EXIT_LONG,89.99,197.01,17918.0595,-189.13,-1.06,21.67,0.12,-514.21,-2.87,78793.09,78.79
4058,Entry long,2025-03-16 18:30,BUY,90.95,197.01,17918.0595,-189.13,-1.06,21.67,0.12,-514.21,-2.87,78793.09,78.79
4059,Exit long,2025-03-17 00:15,EXIT_LONG,89.99,197.49,17906.4183,-134.3,-0.75,9.87,0.06,-460.16,-2.57,78658.79,78.66
4059,Entry long,2025-03-16 19:00,BUY,90.67,197.49,17906.4183,-134.3,-0.75,9.87,0.06,-460.16,-2.57,78658.79,78.66
4060,Exit long,2025-03-18 16:45,EXIT_LONG,89.84,194.73,17868.4248,-373.86,-2.09,93.47,0.52,-560.79,-3.14,78284.93,78.28
4060,Entry long,2025-03-18 08:15,BUY,91.76,194.73,17868.4248,-373.86,-2.09,93.47,0.52,-560.79,-3.14,78284.93,78.28
4061,Exit long,2025-03-18 16:45,EXIT_LONG,89.84,194.78,17867.1694,-368.12,-2.06,1.95,0.01,-555.1,-3.11,77916.81,77.92
4061,Entry long,2025-03-18 08:30,BUY,91.73,194.78,17867.1694,-368.12,-2.06,1.95,0.01,-555.1,-3.11,77916.81,77.92
4062,Exit long,2025-03-18 16:45,EXIT_LONG,89.84,195.17,17856.1033,-322.01,-1.80,9.76,0.05,-509.37,-2.85,77594.8,77.59
4062,Entry long,2025-03-18 08:45,BUY,91.49,195.17,17856.1033,-322.01,-1.80,9.76,0.05,-509.37,-2.85,77594.8,77.59
4063,Exit long,2025-03-18 22:45,EXIT_LONG,88.57,199.64,17759.9744,-77.86,-0.44,75.86,0.43,-371.31,-2.09,77516.95,77.52
4063,Entry long,2025-03-18 19:30,BUY,88.96,199.64,17759.9744,-77.86,-0.44,75.86,0.43,-371.31,-2.09,77516.95,77.52
4064,Exit long,2025-03-18 22:45,EXIT_LONG,88.57,200.29,17755.7085,-16.02,-0.09,138.19,0.78,-310.43,-1.75,77500.92,77.50
4064,Entry long,2025-03-18 19:45,BUY,88.65,200.29,17755.7085,-16.02,-0.09,138.19,0.78,-310.43,-1.75,77500.92,77.50
4065,Exit long,2025-03-18 22:45,EXIT_LONG,88.57,200.3,17748.583,-8.01,-0.05,146.21,0.82,-302.44,-1.70,77492.91,77.49
4065,Entry long,2025-03-18 20:00,BUY,88.61,200.3,17748.583,-8.01,-0.05,146.21,0.82,-302.44,-1.70,77492.91,77.49
4066,Exit long,2025-03-20 22:15,EXIT_LONG,92.16,192.56,17746.3296,0,0.00,154.09,0.87,-223.43,-1.26,77492.91,77.49
4066,Entry long,2025-03-20 16:00,BUY,92.16,192.56,17746.3296,0,0.00,154.09,0.87,-223.43,-1.26,77492.91,77.49
4067,Exit long,2025-03-20 22:15,EXIT_LONG,92.16,192.73,17742.7238,19.28,0.11,173.5,0.98,-204.35,-1.15,77512.19,77.51
4067,Entry long,2025-03-20 16:15,BUY,92.06,192.73,17742.7238,19.28,0.11,173.5,0.98,-204.35,-1.15,77512.19,77.51
4068,Exit long,2025-03-20 22:15,EXIT_LONG,92.16,193.01,17735.6889,52.13,0.29,73.36,0.41,-171.82,-0.97,77564.31,77.56
4068,Entry long,2025-03-20 18:15,BUY,91.89,193.01,17735.6889,52.13,0.29,73.36,0.41,-171.82,-0.97,77564.31,77.56
4069,Exit long,2025-03-21 02:15,EXIT_LONG,91.9,194.92,17751.3644,161.83,0.91,165.73,0.93,-194.97,-1.10,77726.14,77.73
4069,Entry long,2025-03-21 00:30,BUY,91.07,194.92,17751.3644,161.83,0.91,165.73,0.93,-194.97,-1.10,77726.14,77.73
4070,Exit long,2025-03-21 02:15,EXIT_LONG,91.9,195.91,17743.5687,260.63,1.47,264.55,1.49,-97.98,-0.55,77986.77,77.99
4070,Entry long,2025-03-21 00:45,BUY,90.57,195.91,17743.5687,260.63,1.47,264.55,1.49,-97.98,-0.55,77986.77,77.99
4071,Exit long,2025-03-21 02:15,EXIT_LONG,91.9,196.34,17733.4288,310.3,1.75,314.23,1.77,-19.64,-0.11,78297.06,78.30
4071,Entry long,2025-03-21 01:00,BUY,90.32,196.34,17733.4288,310.3,1.75,314.23,1.77,-19.64,-0.11,78297.06,78.30
4072,Exit long,2025-03-22 11:45,EXIT_LONG,91.04,194.35,17839.3865,-145.71,-0.82,23.31,0.13,-273.94,-1.54,78151.35,78.15
4072,Entry long,2025-03-22 06:15,BUY,91.79,194.35,17839.3865,-145.71,-0.82,23.31,0.13,-273.94,-1.54,78151.35,78.15
4073,Exit long,2025-03-22 11:45,EXIT_LONG,91.04,194.62,17836.923,-118.68,-0.67,11.67,0.07,-247.08,-1.39,78032.68,78.03
4073,Entry long,2025-03-22 06:30,BUY,91.65,194.62,17836.923,-118.68,-0.67,11.67,0.07,-247.08,-1.39,78032.68,78.03
4074,Exit long,2025-03-22 11:45,EXIT_LONG,91.04,195.29,17822.1654,-42.95,-0.24,87.83,0.49,-171.8,-0.96,77989.73,77.99
4074,Entry long,2025-03-22 06:45,BUY,91.26,195.29,17822.1654,-42.95,-0.24,87.83,0.49,-171.8,-0.96,77989.73,77.99
4075,Exit long,2025-03-24 07:15,EXIT_LONG,91.24,194.85,17801.496,-23.38,-0.13,85.72,0.48,-142.22,-0.80,77966.35,77.97
4075,Entry long,2025-03-24 01:45,BUY,91.36,194.85,17801.496,-23.38,-0.13,85.72,0.48,-142.22,-0.80,77966.35,77.97
4076,Exit long,2025-03-24 07:15,EXIT_LONG,91.24,194.71,17802.3353,-36.99,-0.21,72.03,0.40,-155.74,-0.87,77929.36,77.93
4076,Entry long,2025-03-24 02:00,BUY,91.43,194.71,17802.3353,-36.99,-0.21,72.03,0.40,-155.74,-0.87,77929.36,77.93
4077,Exit long,2025-03-24 07:15,EXIT_LONG,91.24,195.07,17796.2361,1.95,0.01,111.17,0.62,-117.02,-0.66,77931.31,77.93
4077,Entry long,2025-03-24 02:15,BUY,91.23,195.07,17796.2361,1.95,0.01,111.17,0.62,-117.02,-0.66,77931.31,77.93
4078,Exit long,2025-03-25 14:15,EXIT_LONG,92.82,191.47,17789.4777,-17.24,-0.10,84.26,0.47,-193.42,-1.09,77914.08,77.91
4078,Entry long,2025-03-25 10:15,BUY,92.91,191.47,17789.4777,-17.24,-0.10,84.26,0.47,-193.42,-1.09,77914.08,77.91
4079,Exit long,2025-03-25 14:15,EXIT_LONG,92.82,192.03,17780.0577,44.18,0.25,63.38,0.36,-132.53,-0.75,77958.25,77.96
4079,Entry long,2025-03-25 11:30,BUY,92.59,192.03,17780.0577,44.18,0.25,63.38,0.36,-132.53,-0.75,77958.25,77.96
4080,Exit long,2025-03-25 14:15,EXIT_LONG,92.82,192.66,17770.9584,111.76,0.63,131.03,0.74,-65.52,-0.37,78070.02,78.07
4080,Entry long,2025-03-25 11:45,BUY,92.24,192.66,17770.9584,111.76,0.63,131.03,0.74,-65.52,-0.37,78070.02,78.07
4081,Exit long,2025-03-27 04:15,EXIT_LONG,92.41,189.48,17799.7512,-289.96,-1.63,126.97,0.71,-576.12,-3.24,77780.05,77.78
4081,Entry long,2025-03-26 22:00,BUY,93.94,189.48,17799.7512,-289.96,-1.63,126.97,0.71,-576.12,-3.24,77780.05,77.78
4082,Exit long,2025-03-27 04:15,EXIT_LONG,92.41,190.47,17791.8027,-190.5,-1.07,60.96,0.34,-478.17,-2.69,77589.55,77.59
4082,Entry long,2025-03-26 22:30,BUY,93.41,190.47,17791.8027,-190.5,-1.07,60.96,0.34,-478.17,-2.69,77589.55,77.59
4083,Exit long,2025-03-27 04:15,EXIT_LONG,92.41,190.9,17786.153,-145.11,-0.82,106.92,0.60,-433.42,-2.44,77444.45,77.44
4083,Entry long,2025-03-26 22:45,BUY,93.17,190.9,17786.153,-145.11,-0.82,106.92,0.60,-433.42,-2.44,77444.45,77.44
4084,Exit long,2025-03-27 22:45,EXIT_LONG,94.05,191.6,17742.16,277.85,1.57,306.59,1.73,-51.74,-0.29,77722.29,77.72
4084,Entry long,2025-03-27 21:45,BUY,92.6,191.6,17742.16,277.85,1.57,306.59,1.73,-51.74,-0.29,77722.29,77.72
4085,Exit long,2025-03-28 03:30,EXIT_LONG,93.14,192.44,17769.9096,153.97,0.87,173.21,0.97,-32.72,-0.18,77876.26,77.88
4085,Entry long,2025-03-28 01:45,BUY,92.34,192.44,17769.9096,153.97,0.87,173.21,0.97,-32.72,-0.18,77876.26,77.88
4086,Exit long,2025-03-28 03:30,EXIT_LONG,93.14,192.5,17767.75,161.71,0.91,180.97,1.02,-25.03,-0.14,78037.97,78.04
4086,Entry long,2025-03-28 02:00,BUY,92.3,192.5,17767.75,161.71,0.91,180.97,1.02,-25.03,-0.14,78037.97,78.04
4087,Exit long,2025-03-28 20:30,EXIT_LONG,88.31,195.75,17805.42,-518.62,-2.91,37.18,0.21,-716.28,-4.02,77519.35,77.52
4087,Entry long,2025-03-28 12:45,BUY,90.96,195.75,17805.42,-518.62,-2.91,37.18,0.21,-716.28,-4.02,77519.35,77.52
4088,Exit long,2025-03-28 20:30,EXIT_LONG,88.31,196.77,17795.8788,-419.02,-2.36,49.18,0.28,-617.72,-3.47,77100.33,77.10
4088,Entry long,2025-03-28 13:15,BUY,90.44,196.77,17795.8788,-419.02,-2.36,49.18,0.28,-617.72,-3.47,77100.33,77.10
4089,Exit long,2025-03-28 20:30,EXIT_LONG,88.31,197.01,17793.9432,-395.9,-2.23,51.21,0.29,-594.83,-3.34,76704.43,76.70
4089,Entry long,2025-03-28 13:30,BUY,90.32,197.01,17793.9432,-395.9,-2.23,51.21,0.29,-594.83,-3.34,76704.43,76.70
4090,Exit long,2025-03-29 04:45,EXIT_LONG,86.91,204.56,17671.9384,106.35,0.60,155.43,0.88,-79.76,-0.45,76810.77,76.81
4090,Entry long,2025-03-29 01:00,BUY,86.39,204.56,17671.9384,106.35,0.60,155.43,0.88,-79.76,-0.45,76810.77,76.81
4091,Exit long,2025-03-29 04:45,EXIT_LONG,86.91,204.8,17674.24,124.9,0.71,174.04,0.98,-30.71,-0.17,76935.67,76.94
4091,Entry long,2025-03-29 01:15,BUY,86.3,204.8,17674.24,124.9,0.71,174.04,0.98,-30.71,-0.17,76935.67,76.94
4092,Exit long,2025-03-29 04:45,EXIT_LONG,86.91,204.61,17674.2118,108.42,0.61,157.51,0.89,-47.05,-0.27,77044.09,77.04
4092,Entry long,2025-03-29 01:30,BUY,86.38,204.61,17674.2118,108.42,0.61,157.51,0.89,-47.05,-0.27,77044.09,77.04
4093,Exit long,2025-03-29 20:15,EXIT_LONG,86.07,208.26,17712.513,212.32,1.20,235.22,1.33,-2.08,-0.01,77256.41,77.26
4093,Entry long,2025-03-29 19:45,BUY,85.05,208.26,17712.513,212.32,1.20,235.22,1.33,-2.08,-0.01,77256.41,77.26
4094,Exit long,2025-03-30 04:00,EXIT_LONG,85.76,208.83,17731.7553,177.42,1.00,185.77,1.05,-66.79,-0.38,77433.84,77.43
4094,Entry long,2025-03-30 01:45,BUY,84.91,208.83,17731.7553,177.42,1.00,185.77,1.05,-66.79,-0.38,77433.84,77.43
4095,Exit long,2025-03-30 23:00,EXIT_LONG,86.04,208.15,17744.7875,164.38,0.93,164.38,0.93,-49.94,-0.28,77598.22,77.60
4095,Entry long,2025-03-30 22:00,BUY,85.25,208.15,17744.7875,164.38,0.93,164.38,0.93,-49.94,-0.28,77598.22,77.60
4096,Exit long,2025-03-30 23:00,EXIT_LONG,86.04,208.13,17747.2451,160.21,0.90,160.21,0.90,-22.89,-0.13,77758.43,77.76
4096,Entry long,2025-03-30 22:15,BUY,85.27,208.13,17747.2451,160.21,0.90,160.21,0.90,-22.89,-0.13,77758.43,77.76
4097,Exit long,2025-03-31 06:45,EXIT_LONG,86.11,208.77,17780.9409,196.18,1.10,252.53,1.42,-31.31,-0.18,77954.61,77.95
4097,Entry long,2025-03-31 06:15,BUY,85.17,208.77,17780.9409,196.18,1.10,252.53,1.42,-31.31,-0.18,77954.61,77.95
4098,Exit long,2025-03-31 09:15,EXIT_LONG,85.64,210.19,17796.7873,203.87,1.15,245.9,1.38,-33.63,-0.19,78158.48,78.16
4098,Entry long,2025-03-31 08:45,BUY,84.67,210.19,17796.7873,203.87,1.15,245.9,1.38,-33.63,-0.19,78158.48,78.16
4099,Exit long,2025-03-31 20:45,EXIT_LONG,82.7,212.16,17819.3184,-273.66,-1.54,82.74,0.46,-676.74,-3.80,77884.81,77.88
4099,Entry long,2025-03-31 15:30,BUY,83.99,212.16,17819.3184,-273.66,-1.54,82.74,0.46,-676.74,-3.80,77884.81,77.88
4100,Exit long,2025-03-31 20:45,EXIT_LONG,82.7,212.86,17807.8676,-204.33,-1.15,153.25,0.86,-608.73,-3.42,77680.48,77.68
4100,Entry long,2025-03-31 15:45,BUY,83.66,212.86,17807.8676,-204.33,-1.15,153.25,0.86,-608.73,-3.42,77680.48,77.68
4101,Exit long,2025-03-31 20:45,EXIT_LONG,82.7,212.78,17811.8138,-214.89,-1.21,142.55,0.80,-619.14,-3.48,77465.59,77.47
4101,Entry long,2025-03-31 16:00,BUY,83.71,212.78,17811.8138,-214.89,-1.21,142.55,0.80,-619.14,-3.48,77465.59,77.47
4102,Exit long,2025-04-02 16:30,EXIT_LONG,82.11,212.27,17747.8947,-318.4,-1.79,241.99,1.36,-522.18,-2.94,77147.19,77.15
4102,Entry long,2025-04-02 09:00,BUY,83.61,212.27,17747.8947,-318.4,-1.79,241.99,1.36,-522.18,-2.94,77147.19,77.15
4103,Exit long,2025-04-02 16:30,EXIT_LONG,82.11,213.08,17736.7792,-240.78,-1.36,321.75,1.81,-445.34,-2.51,76906.41,76.91
4103,Entry long,2025-04-02 09:15,BUY,83.24,213.08,17736.7792,-240.78,-1.36,321.75,1.81,-445.34,-2.51,76906.41,76.91
4104,Exit long,2025-04-02 16:30,EXIT_LONG,82.11,213.12,17737.9776,-238.69,-1.35,323.94,1.83,-443.29,-2.50,76667.71,76.67
4104,Entry long,2025-04-02 09:30,BUY,83.23,213.12,17737.9776,-238.69,-1.35,323.94,1.83,-443.29,-2.50,76667.71,76.67
4105,Exit long,2025-04-03 10:15,EXIT_LONG,83.35,216.95,17668.408,414.29,2.35,468.52,2.65,-106.31,-0.60,77082,77.08
4105,Entry long,2025-04-03 06:45,BUY,81.44,216.95,17668.408,414.29,2.35,468.52,2.65,-106.31,-0.60,77082,77.08
4106,Exit long,2025-04-03 10:15,EXIT_LONG,83.35,216.49,17667.7489,376.62,2.13,430.73,2.44,-142.88,-0.81,77458.62,77.46
4106,Entry long,2025-04-03 07:00,BUY,81.61,216.49,17667.7489,376.62,2.13,430.73,2.44,-142.88,-0.81,77458.62,77.46
4107,Exit long,2025-04-03 10:15,EXIT_LONG,83.35,216.84,17661.618,411.91,2.33,466.11,2.64,-97.56,-0.55,77870.53,77.87
4107,Entry long,2025-04-03 07:15,BUY,81.45,216.84,17661.618,411.91,2.33,466.11,2.64,-97.56,-0.55,77870.53,77.87
4108,Exit long,2025-04-03 22:30,EXIT_LONG,81.95,216.98,17790.1902,-8.68,-0.05,186.57,1.05,-405.67,-2.28,77861.85,77.86
4108,Entry long,2025-04-03 19:00,BUY,81.99,216.98,17790.1902,-8.68,-0.05,186.57,1.05,-405.67,-2.28,77861.85,77.86
4109,Exit long,2025-04-03 22:30,EXIT_LONG,81.95,218.49,17776.3464,128.88,0.73,161.65,0.91,-270.87,-1.52,77990.74,77.99
4109,Entry long,2025-04-03 20:45,BUY,81.36,218.49,17776.3464,128.88,0.73,161.65,0.91,-270.87,-1.52,77990.74,77.99
4110,Exit long,2025-04-03 22:30,EXIT_LONG,81.95,220.38,17736.1824,323.89,1.83,356.94,2.01,-63.9,-0.36,78314.63,78.31
4110,Entry long,2025-04-03 21:00,BUY,80.48,220.38,17736.1824,323.89,1.83,356.94,2.01,-63.9,-0.36,78314.63,78.31
4111,Exit long,2025-04-04 22:00,EXIT_LONG,83.64,215.46,17837.9334,183.07,1.03,232.6,1.30,-254.14,-1.43,78497.7,78.50
4111,Entry long,2025-04-04 19:00,BUY,82.79,215.46,17837.9334,183.07,1.03,232.6,1.30,-254.14,-1.43,78497.7,78.50
4112,Exit long,2025-04-04 22:00,EXIT_LONG,83.64,215.89,17834.6729,222.28,1.25,271.91,1.53,-215.8,-1.21,78719.98,78.72
4112,Entry long,2025-04-04 19:15,BUY,82.61,215.89,17834.6729,222.28,1.25,271.91,1.53,-215.8,-1.21,78719.98,78.72
4113,Exit long,2025-04-04 22:00,EXIT_LONG,83.64,217.49,17795.0318,395.67,2.22,445.68,2.51,-45.65,-0.26,79115.65,79.12
4113,Entry long,2025-04-04 19:30,BUY,81.82,217.49,17795.0318,395.67,2.22,445.68,2.51,-45.65,-0.26,79115.65,79.12
4114,Exit long,2025-04-06 02:45,EXIT_LONG,82.43,214.96,17919.0656,-199.84,-1.12,83.81,0.47,-320.18,-1.79,78915.8,78.92
4114,Entry long,2025-04-05 19:15,BUY,83.36,214.96,17919.0656,-199.84,-1.12,83.81,0.47,-320.18,-1.79,78915.8,78.92
4115,Exit long,2025-04-06 02:45,EXIT_LONG,82.43,215.38,17911.0008,-157.17,-0.88,30.14,0.17,-277.75,-1.55,78758.63,78.76
4115,Entry long,2025-04-05 20:30,BUY,83.16,215.38,17911.0008,-157.17,-0.88,30.14,0.17,-277.75,-1.55,78758.63,78.76
4116,Exit long,2025-04-06 02:45,EXIT_LONG,82.43,216.01,17898.5886,-92.85,-0.52,51.82,0.29,-213.78,-1.19,78665.78,78.67
4116,Entry long,2025-04-05 20:45,BUY,82.86,216.01,17898.5886,-92.85,-0.52,51.82,0.29,-213.78,-1.19,78665.78,78.67
4117,Exit long,2025-04-07 09:15,EXIT_LONG,70.8,219.73,17872.8382,-2314.26,-12.96,118.61,0.66,-2840,-15.90,76351.52,76.35
4117,Entry long,2025-04-06 16:15,BUY,81.34,219.73,17872.8382,-2314.26,-12.96,118.61,0.66,-2840,-15.90,76351.52,76.35
4118,Exit long,2025-04-07 09:15,EXIT_LONG,70.8,219.71,17873.4085,-2316.25,-12.97,116.4,0.65,-2841.94,-15.91,74035.27,74.04
