Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
3934,Exit long,2025-02-02 13:45,EXIT_LONG,116.72,145.99,17105.6483,-65.68,-0.38,2.92,0.02,-610.09,-3.57,70968.86,70.97
3934,Entry long,2025-02-02 11:15,BUY,117.17,145.99,17105.6483,-65.68,-0.38,2.92,0.02,-610.09,-3.57,70968.86,70.97
3935,Exit long,2025-02-02 13:45,EXIT_LONG,116.72,150.12,17053.632,468.26,2.75,507.28,2.98,-34.52,-0.20,71437.13,71.44
3935,Entry long,2025-02-02 11:30,BUY,113.6,150.12,17053.632,468.26,2.75,507.28,2.98,-34.52,-0.20,71437.13,71.44
3936,Exit long,2025-02-02 13:45,EXIT_LONG,116.72,149.07,17083.422,315.95,1.85,354.7,2.08,-165.43,-0.97,71753.07,71.75
3936,Entry long,2025-02-02 11:45,BUY,114.6,149.07,17083.422,315.95,1.85,354.7,2.08,-165.43,-0.97,71753.07,71.75
3937,Exit long,2025-02-02 21:30,EXIT_LONG,116.19,150.65,17178.6195,325.33,1.89,352.44,2.05,-64.76,-0.38,72078.4,72.08
3937,Entry long,2025-02-02 19:45,BUY,114.03,150.65,17178.6195,325.33,1.89,352.44,2.05,-64.76,-0.38,72078.4,72.08
3938,Exit long,2025-02-02 21:30,EXIT_LONG,116.19,150.83,17176.5204,348.33,2.03,375.48,2.19,-25.63,-0.15,72426.73,72.43
3938,Entry long,2025-02-02 20:00,BUY,113.88,150.83,17176.5204,348.33,2.03,375.48,2.19,-25.63,-0.15,72426.73,72.43
3939,Exit long,2025-02-03 03:45,EXIT_LONG,111.4,152.91,17243.6607,-209.44,-1.21,16.82,0.10,-848.45,-4.92,72217.3,72.22
3939,Entry long,2025-02-03 00:45,BUY,112.77,152.91,17243.6607,-209.44,-1.21,16.82,0.10,-848.45,-4.92,72217.3,72.22
3940,Exit long,2025-02-03 03:45,EXIT_LONG,111.4,154.44,17227.782,-23.16,-0.13,162.12,0.94,-668.56,-3.88,72194.13,72.19
3940,Entry long,2025-02-03 01:00,BUY,111.55,154.44,17227.782,-23.16,-0.13,162.12,0.94,-668.56,-3.88,72194.13,72.19
3941,Exit long,2025-02-03 03:45,EXIT_LONG,111.4,154.56,17225.712,-7.73,-0.04,143.71,0.83,-653.63,-3.80,72186.41,72.19
3941,Entry long,2025-02-03 01:15,BUY,111.45,154.56,17225.712,-7.73,-0.04,143.71,0.83,-653.63,-3.80,72186.41,72.19
3942,Exit long,2025-02-03 14:00,EXIT_LONG,94.53,161.06,17222.1458,-1996.66,-11.60,447.64,2.60,-4329.86,-25.15,70189.74,70.19
3942,Entry long,2025-02-03 06:45,BUY,106.93,161.06,17222.1458,-1996.66,-11.60,447.64,2.60,-4329.86,-25.15,70189.74,70.19
3943,Exit long,2025-02-03 14:00,EXIT_LONG,94.53,168.02,17143.0806,-1259.85,-7.35,675.28,3.94,-3693.87,-21.55,68929.9,68.93
3943,Entry long,2025-02-03 08:45,BUY,102.03,168.02,17143.0806,-1259.85,-7.35,675.28,3.94,-3693.87,-21.55,68929.9,68.93
3944,Exit long,2025-02-03 14:00,EXIT_LONG,94.53,169.21,17113.8994,-1118.21,-6.54,103.19,0.60,-3569.47,-20.86,67811.69,67.81
3944,Entry long,2025-02-03 09:30,BUY,101.14,169.21,17113.8994,-1118.21,-6.54,103.19,0.60,-3569.47,-20.86,67811.69,67.81
3945,Exit long,2025-02-04 18:15,EXIT_LONG,100.55,166.19,16766.9091,-56.56,-0.34,169.68,1.01,-354.34,-2.11,67755.13,67.76
3945,Entry long,2025-02-04 13:15,BUY,100.89,166.19,16766.9091,-56.56,-0.34,169.68,1.01,-354.34,-2.11,67755.13,67.76
3946,Exit long,2025-02-04 18:15,EXIT_LONG,100.55,167.16,16754.4468,53.54,0.32,281.11,1.68,-245.97,-1.47,67808.67,67.81
3946,Entry long,2025-02-04 13:30,BUY,100.23,167.16,16754.4468,53.54,0.32,281.11,1.68,-245.97,-1.47,67808.67,67.81
3947,Exit long,2025-02-04 18:15,EXIT_LONG,100.55,167.96,16730.4956,158.04,0.94,386.69,2.31,-142.91,-0.85,67966.71,67.97
3947,Entry long,2025-02-04 13:45,BUY,99.61,167.96,16730.4956,158.04,0.94,386.69,2.31,-142.91,-0.85,67966.71,67.97
3948,Exit long,2025-02-05 07:15,EXIT_LONG,101.85,169.71,16780.9248,504.54,3.00,558.9,3.33,-78.14,-0.47,68471.26,68.47
3948,Entry long,2025-02-05 05:45,BUY,98.88,169.71,16780.9248,504.54,3.00,558.9,3.33,-78.14,-0.47,68471.26,68.47
3949,Exit long,2025-02-05 07:15,EXIT_LONG,101.85,169.86,16778.7708,521.99,3.11,576.4,3.43,-35.71,-0.21,68993.25,68.99
3949,Entry long,2025-02-05 06:00,BUY,98.78,169.86,16778.7708,521.99,3.11,576.4,3.43,-35.71,-0.21,68993.25,68.99
3950,Exit long,2025-02-07 04:45,EXIT_LONG,101.41,162.65,16899.335,-405.01,-2.40,113.86,0.67,-717.32,-4.24,68588.23,68.59
3950,Entry long,2025-02-06 22:45,BUY,103.9,162.65,16899.335,-405.01,-2.40,113.86,0.67,-717.32,-4.24,68588.23,68.59
3951,Exit long,2025-02-07 04:45,EXIT_LONG,101.41,162.34,16899.594,-436.71,-2.58,81.17,0.48,-748.42,-4.43,68151.52,68.15
3951,Entry long,2025-02-06 23:00,BUY,104.1,162.34,16899.594,-436.71,-2.58,81.17,0.48,-748.42,-4.43,68151.52,68.15
3952,Exit long,2025-02-07 04:45,EXIT_LONG,101.41,163.29,16879.2873,-320.06,-1.90,3.27,0.02,-633.59,-3.75,67831.46,67.83
3952,Entry long,2025-02-06 23:30,BUY,103.37,163.29,16879.2873,-320.06,-1.90,3.27,0.02,-633.59,-3.75,67831.46,67.83
3953,Exit long,2025-02-08 07:45,EXIT_LONG,103.07,163.07,16781.5337,26.09,0.16,47.29,0.28,-381.6,-2.27,67857.55,67.86
3953,Entry long,2025-02-08 04:00,BUY,102.91,163.07,16781.5337,26.09,0.16,47.29,0.28,-381.6,-2.27,67857.55,67.86
3954,Exit long,2025-02-08 07:45,EXIT_LONG,103.07,164.6,16766.156,199.18,1.19,220.58,1.32,-212.34,-1.27,68056.73,68.06
3954,Entry long,2025-02-08 04:15,BUY,101.86,164.6,16766.156,199.18,1.19,220.58,1.32,-212.34,-1.27,68056.73,68.06
3955,Exit long,2025-02-08 07:45,EXIT_LONG,103.07,165.17,16751.5414,272.54,1.63,294.02,1.76,-140.4,-0.84,68329.27,68.33
3955,Entry long,2025-02-08 04:30,BUY,101.42,165.17,16751.5414,272.54,1.63,294.02,1.76,-140.4,-0.84,68329.27,68.33
3956,Exit long,2025-02-10 07:15,EXIT_LONG,105.84,162.52,16832.1964,368.96,2.19,393.35,2.34,-209.68,-1.25,68698.23,68.70
3956,Entry long,2025-02-10 05:45,BUY,103.57,162.52,16832.1964,368.96,2.19,393.35,2.34,-209.68,-1.25,68698.23,68.70
3957,Exit long,2025-02-10 07:15,EXIT_LONG,105.84,163.01,16822.632,430.4,2.56,454.85,2.70,-149.99,-0.89,69128.63,69.13
3957,Entry long,2025-02-10 06:00,BUY,103.2,163.01,16822.632,430.4,2.56,454.85,2.70,-149.99,-0.89,69128.63,69.13
3958,Exit long,2025-02-10 07:15,EXIT_LONG,105.84,162.7,16832.942,387.27,2.30,411.68,2.45,-37.43,-0.22,69515.91,69.52
3958,Entry long,2025-02-10 06:15,BUY,103.46,162.7,16832.942,387.27,2.30,411.68,2.45,-37.43,-0.22,69515.91,69.52
3959,Exit long,2025-02-12 06:15,EXIT_LONG,121.26,137.49,16948.3923,-276.4,-1.63,66.01,0.39,-741.19,-4.37,69239.51,69.24
3959,Entry long,2025-02-12 01:15,BUY,123.27,137.49,16948.3923,-276.4,-1.63,66.01,0.39,-741.19,-4.37,69239.51,69.24
3960,Exit long,2025-02-12 06:15,EXIT_LONG,121.26,137.47,16948.6763,-279.11,-1.65,41.25,0.24,-743.83,-4.39,68960.4,68.96
3960,Entry long,2025-02-12 01:30,BUY,123.29,137.47,16948.6763,-279.11,-1.65,41.25,0.24,-743.83,-4.39,68960.4,68.96
3961,Exit long,2025-02-12 06:15,EXIT_LONG,121.26,138.13,16929.2128,-179.6,-1.06,74.6,0.44,-646.55,-3.82,68780.8,68.78
3961,Entry long,2025-02-12 02:00,BUY,122.56,138.13,16929.2128,-179.6,-1.06,74.6,0.44,-646.55,-3.82,68780.8,68.78
3962,Exit long,2025-02-12 16:15,EXIT_LONG,118.19,144.79,16882.514,230.18,1.36,325.73,1.93,-124.5,-0.74,69010.98,69.01
3962,Entry long,2025-02-12 11:15,BUY,116.6,144.79,16882.514,230.18,1.36,325.73,1.93,-124.5,-0.74,69010.98,69.01
3963,Exit long,2025-02-12 16:15,EXIT_LONG,118.19,145.37,16873.0959,308.14,1.83,404.06,2.40,-42.15,-0.25,69319.12,69.32
3963,Entry long,2025-02-12 13:00,BUY,116.07,145.37,16873.0959,308.14,1.83,404.06,2.40,-42.15,-0.25,69319.12,69.32
3964,Exit long,2025-02-16 21:00,EXIT_LONG,132.26,128.56,16928.7808,74.58,0.44,171.01,1.01,-84.86,-0.50,69393.69,69.39
3964,Entry long,2025-02-16 16:45,BUY,131.68,128.56,16928.7808,74.58,0.44,171.01,1.01,-84.86,-0.50,69393.69,69.39
3965,Exit long,2025-02-16 21:00,EXIT_LONG,132.26,128.5,16929.875,65.54,0.39,161.93,0.96,-93.82,-0.55,69459.23,69.46
3965,Entry long,2025-02-16 17:00,BUY,131.75,128.5,16929.875,65.54,0.39,161.93,0.96,-93.82,-0.55,69459.23,69.46
3966,Exit long,2025-02-17 05:45,EXIT_LONG,126.51,129.64,16941.3552,-540.68,-3.19,12.97,0.08,-731.28,-4.32,68918.55,68.92
3966,Entry long,2025-02-16 21:45,BUY,130.68,129.64,16941.3552,-540.68,-3.19,12.97,0.08,-731.28,-4.32,68918.55,68.92
3967,Exit long,2025-02-17 05:45,EXIT_LONG,126.51,131.68,16914.296,-255.5,-1.51,10.54,0.06,-449.1,-2.65,68663.06,68.66
3967,Entry long,2025-02-16 22:00,BUY,128.45,131.68,16914.296,-255.5,-1.51,10.54,0.06,-449.1,-2.65,68663.06,68.66
3968,Exit long,2025-02-17 05:45,EXIT_LONG,126.51,132.43,16890.1222,-136.42,-0.81,128.48,0.76,-331.12,-1.96,68526.63,68.53
3968,Entry long,2025-02-16 22:15,BUY,127.54,132.43,16890.1222,-136.42,-0.81,128.48,0.76,-331.12,-1.96,68526.63,68.53
3969,Exit long,2025-02-18 15:30,EXIT_LONG,124.08,140.16,16854.24,536.78,3.19,653.11,3.88,-7.01,-0.04,69063.41,69.06
3969,Entry long,2025-02-18 14:15,BUY,120.25,140.16,16854.24,536.78,3.19,653.11,3.88,-7.01,-0.04,69063.41,69.06
3970,Exit long,2025-02-19 02:00,EXIT_LONG,126.46,139.17,16904.9799,694.42,4.11,695.81,4.12,-75.15,-0.44,69757.84,69.76
3970,Entry long,2025-02-19 00:45,BUY,121.47,139.17,16904.9799,694.42,4.11,695.81,4.12,-75.15,-0.44,69757.84,69.76
3971,Exit long,2025-02-19 02:00,EXIT_LONG,126.46,138.8,16912.78,639.83,3.78,641.22,3.79,-5.55,-0.03,70397.66,70.40
3971,Entry long,2025-02-19 01:00,BUY,121.85,138.8,16912.78,639.83,3.78,641.22,3.79,-5.55,-0.03,70397.66,70.40
3972,Exit long,2025-02-20 18:45,EXIT_LONG,130.17,129.28,17041.6896,-213.29,-1.25,226.22,1.33,-498.97,-2.93,70184.38,70.18
3972,Entry long,2025-02-20 10:45,BUY,131.82,129.28,17041.6896,-213.29,-1.25,226.22,1.33,-498.97,-2.93,70184.38,70.18
3973,Exit long,2025-02-20 18:45,EXIT_LONG,130.17,130.26,17024.982,-69.03,-0.41,46.89,0.28,-356.88,-2.10,70115.34,70.12
3973,Entry long,2025-02-20 14:15,BUY,130.7,130.26,17024.982,-69.03,-0.41,46.89,0.28,-356.88,-2.10,70115.34,70.12
3974,Exit long,2025-02-20 18:45,EXIT_LONG,130.17,130.52,17018.5028,-28.71,-0.17,49.59,0.29,-317.13,-1.86,70086.63,70.09
3974,Entry long,2025-02-20 14:45,BUY,130.39,130.52,17018.5028,-28.71,-0.17,49.59,0.29,-317.13,-1.86,70086.63,70.09
3975,Exit long,2025-02-20 22:30,EXIT_LONG,129.55,132.64,17011.08,172.41,1.01,179.05,1.05,-115.39,-0.68,70259.05,70.26
3975,Entry long,2025-02-20 21:30,BUY,128.25,132.64,17011.08,172.41,1.01,179.05,1.05,-115.39,-0.68,70259.05,70.26
3976,Exit long,2025-02-20 22:30,EXIT_LONG,129.55,132.74,17006.6488,189.8,1.12,196.44,1.16,0,0.00,70448.84,70.45
3976,Entry long,2025-02-20 21:45,BUY,128.12,132.74,17006.6488,189.8,1.12,196.44,1.16,0,0.00,70448.84,70.45
3977,Exit long,2025-02-21 02:00,EXIT_LONG,128.94,134.57,17044.6362,306.79,1.80,356.57,2.09,-107.65,-0.63,70755.63,70.76
3977,Entry long,2025-02-21 01:00,BUY,126.66,134.57,17044.6362,306.79,1.80,356.57,2.09,-107.65,-0.63,70755.63,70.76
3978,Exit long,2025-02-21 02:00,EXIT_LONG,128.94,134.59,17045.8235,308.18,1.81,357.97,2.10,-25.57,-0.15,71063.81,71.06
3978,Entry long,2025-02-21 01:15,BUY,126.65,134.59,17045.8235,308.18,1.81,357.97,2.10,-25.57,-0.15,71063.81,71.06
3979,Exit long,2025-02-22 06:15,EXIT_LONG,128.11,131.63,17104.0022,-240.92,-1.41,65.83,0.38,-828.09,-4.84,70822.89,70.82
3979,Entry long,2025-02-22 01:45,BUY,129.94,131.63,17104.0022,-240.92,-1.41,65.83,0.38,-828.09,-4.84,70822.89,70.82
3980,Exit long,2025-02-22 06:15,EXIT_LONG,128.11,132.47,17091.2794,-120.57,-0.71,137.79,0.81,-711.48,-4.16,70702.32,70.70
3980,Entry long,2025-02-22 02:00,BUY,129.02,132.47,17091.2794,-120.57,-0.71,137.79,0.81,-711.48,-4.16,70702.32,70.70
3981,Exit long,2025-02-22 06:15,EXIT_LONG,128.11,132.47,17091.2794,-120.57,-0.71,137.79,0.81,-711.48,-4.16,70581.76,70.58
3981,Entry long,2025-02-22 02:15,BUY,129.02,132.47,17091.2794,-120.57,-0.71,137.79,0.81,-711.48,-4.16,70581.76,70.58
3982,Exit long,2025-02-23 09:15,EXIT_LONG,126.29,135.34,17066.374,25.72,0.15,142.02,0.83,-125.87,-0.74,70607.48,70.61
3982,Entry long,2025-02-23 04:15,BUY,126.1,135.34,17066.374,25.72,0.15,142.02,0.83,-125.87,-0.74,70607.48,70.61
3983,Exit long,2025-02-23 09:15,EXIT_LONG,126.29,135.44,17066.7944,37.93,0.22,154.31,0.90,-113.78,-0.67,70645.4,70.65
3983,Entry long,2025-02-23 04:30,BUY,126.01,135.44,17066.7944,37.93,0.22,154.31,0.90,-113.78,-0.67,70645.4,70.65
3984,Exit long,2025-02-24 15:00,EXIT_LONG,124.87,137.01,17065.9656,42.47,0.25,75.35,0.44,-446.63,-2.62,70687.87,70.69
3984,Entry long,2025-02-24 11:30,BUY,124.56,137.01,17065.9656,42.47,0.25,75.35,0.44,-446.63,-2.62,70687.87,70.69
3985,Exit long,2025-02-24 15:00,EXIT_LONG,124.87,137.42,17057.9446,101.69,0.60,134.67,0.79,-388.88,-2.28,70789.55,70.79
3985,Entry long,2025-02-24 11:45,BUY,124.13,137.42,17057.9446,101.69,0.60,134.67,0.79,-388.88,-2.28,70789.55,70.79
3986,Exit long,2025-02-24 15:00,EXIT_LONG,124.87,139.33,17001.0466,397.07,2.34,430.51,2.53,-100.31,-0.59,71186.63,71.19
3986,Entry long,2025-02-24 12:00,BUY,122.02,139.33,17001.0466,397.07,2.34,430.51,2.53,-100.31,-0.59,71186.63,71.19
3987,Exit long,2025-02-25 00:15,EXIT_LONG,123.9,141.35,17118.8985,394.35,2.30,452.3,2.64,-134.28,-0.78,71580.98,71.58
3987,Entry long,2025-02-24 23:00,BUY,121.11,141.35,17118.8985,394.35,2.30,452.3,2.64,-134.28,-0.78,71580.98,71.58
3988,Exit long,2025-02-25 10:45,EXIT_LONG,115.96,148.67,17155.0313,84.72,0.49,286.88,1.67,-502.48,-2.93,71665.7,71.67
3988,Entry long,2025-02-25 06:15,BUY,115.39,148.67,17155.0313,84.72,0.49,286.88,1.67,-502.48,-2.93,71665.7,71.67
3989,Exit long,2025-02-25 16:15,EXIT_LONG,112.42,156.02,17170.001,369.69,2.15,377.49,2.20,-619.28,-3.61,72035.4,72.04
3989,Entry long,2025-02-25 15:15,BUY,110.05,156.02,17170.001,369.69,2.15,377.49,2.20,-619.28,-3.61,72035.4,72.04
3990,Exit long,2025-02-25 16:15,EXIT_LONG,112.42,158.72,17136.9984,706.16,4.12,714.1,4.17,-299.92,-1.75,72741.56,72.74
3990,Entry long,2025-02-25 15:30,BUY,107.97,158.72,17136.9984,706.16,4.12,714.1,4.17,-299.92,-1.75,72741.56,72.74
3991,Exit long,2025-02-28 05:30,EXIT_LONG,127.12,139.67,17299.5262,454.65,2.63,536.94,3.11,-69.73,-0.40,73196.22,73.20
3991,Entry long,2025-02-28 04:15,BUY,123.86,139.67,17299.5262,454.65,2.63,536.94,3.11,-69.73,-0.40,73196.22,73.20
3992,Exit long,2025-02-28 05:30,EXIT_LONG,127.12,139.7,17299.051,458.94,2.66,541.24,3.13,-65.56,-0.38,73655.16,73.66
3992,Entry long,2025-02-28 04:30,BUY,123.83,139.7,17299.051,458.94,2.66,541.24,3.13,-65.56,-0.38,73655.16,73.66
3993,Exit long,2025-02-28 11:15,EXIT_LONG,124.03,141.81,17383.0698,205.43,1.18,497.28,2.86,-463.28,-2.67,73860.59,73.86
3993,Entry long,2025-02-28 09:30,BUY,122.58,141.81,17383.0698,205.43,1.18,497.28,2.86,-463.28,-2.67,73860.59,73.86
3994,Exit long,2025-02-28 11:15,EXIT_LONG,124.03,143.83,17353.0895,485.68,2.80,781.69,4.51,-15.81,-0.09,74346.27,74.35
3994,Entry long,2025-02-28 10:45,BUY,120.65,143.83,17353.0895,485.68,2.80,781.69,4.51,-15.81,-0.09,74346.27,74.35
3995,Exit long,2025-02-28 17:30,EXIT_LONG,120.06,146.56,17449.4336,146.42,0.84,224.02,1.29,-733.57,-4.21,74492.69,74.49
3995,Entry long,2025-02-28 13:15,BUY,119.06,146.56,17449.4336,146.42,0.84,224.02,1.29,-733.57,-4.21,74492.69,74.49
3996,Exit long,2025-02-28 17:30,EXIT_LONG,120.06,146.46,17450.709,133.15,0.76,150.71,0.86,-746.24,-4.28,74625.84,74.63
3996,Entry long,2025-02-28 13:45,BUY,119.15,146.46,17450.709,133.15,0.76,150.71,0.86,-746.24,-4.28,74625.84,74.63
3997,Exit long,2025-02-28 17:30,EXIT_LONG,120.06,147.41,17423.862,273.92,1.57,291.59,1.68,-611.17,-3.51,74899.77,74.90
3997,Entry long,2025-02-28 14:15,BUY,118.2,147.41,17423.862,273.92,1.57,291.59,1.68,-611.17,-3.51,74899.77,74.90
3998,Exit long,2025-03-01 22:45,EXIT_LONG,125.44,139.79,17498.9122,36.33,0.21,129.95,0.74,-314.39,-1.80,74936.09,74.94
3998,Entry long,2025-03-01 19:15,BUY,125.18,139.79,17498.9122,36.33,0.21,129.95,0.74,-314.39,-1.80,74936.09,74.94
3999,Exit long,2025-03-01 22:45,EXIT_LONG,125.44,140.31,17489.6415,110.8,0.63,136.04,0.78,-241.22,-1.38,75046.89,75.05
3999,Entry long,2025-03-01 20:30,BUY,124.65,140.31,17489.6415,110.8,0.63,136.04,0.78,-241.22,-1.38,75046.89,75.05
4000,Exit long,2025-03-01 22:45,EXIT_LONG,125.44,140.25,17491.98,100.93,0.58,126.17,0.72,-250.93,-1.44,75147.82,75.15
4000,Entry long,2025-03-01 20:45,BUY,124.72,140.25,17491.98,100.93,0.58,126.17,0.72,-250.93,-1.44,75147.82,75.15
4001,Exit long,2025-03-02 14:45,EXIT_LONG,123.76,142.81,17521.3589,152.74,0.87,157.02,0.90,-81.37,-0.46,75300.56,75.30
4001,Entry long,2025-03-02 10:45,BUY,122.69,142.81,17521.3589,152.74,0.87,157.02,0.90,-81.37,-0.46,75300.56,75.30
4002,Exit long,2025-03-02 23:30,EXIT_LONG,121.18,144.71,17537.4049,-1.45,-0.01,264.7,1.51,-539.53,-3.08,75299.12,75.30
4002,Entry long,2025-03-02 21:45,BUY,121.19,144.71,17537.4049,-1.45,-0.01,264.7,1.51,-539.53,-3.08,75299.12,75.30
4003,Exit long,2025-03-02 23:30,EXIT_LONG,121.18,146.95,17506.1535,301.11,1.72,571.38,3.27,-133.67,-0.76,75600.23,75.60
4003,Entry long,2025-03-02 22:00,BUY,119.13,146.95,17506.1535,301.11,1.72,571.38,3.27,-133.67,-0.76,75600.23,75.60
4004,Exit long,2025-03-02 23:30,EXIT_LONG,121.18,146.71,17512.7727,265.43,1.52,535.26,3.06,-168.64,-0.96,75865.66,75.87
4004,Entry long,2025-03-02 22:15,BUY,119.37,146.71,17512.7727,265.43,1.52,535.26,3.06,-168.64,-0.96,75865.66,75.87
4005,Exit long,2025-03-03 20:45,EXIT_LONG,117.06,143.71,17585.7927,-763.16,-4.34,169.59,0.96,-1116.72,-6.35,75102.5,75.10
4005,Entry long,2025-03-03 12:30,BUY,122.37,143.71,17585.7927,-763.16,-4.34,169.59,0.96,-1116.72,-6.35,75102.5,75.10
4006,Exit long,2025-03-03 20:45,EXIT_LONG,117.06,143.71,17585.7927,-763.16,-4.34,169.59,0.96,-1116.72,-6.35,74339.34,74.34
4006,Entry long,2025-03-03 12:45,BUY,122.37,143.71,17585.7927,-763.16,-4.34,169.59,0.96,-1116.72,-6.35,74339.34,74.34
4007,Exit long,2025-03-03 20:45,EXIT_LONG,117.06,144.69,17552.3439,-614.98,-3.50,2.89,0.02,-970.95,-5.53,73724.35,73.72
4007,Entry long,2025-03-03 14:30,BUY,121.31,144.69,17552.3439,-614.98,-3.50,2.89,0.02,-970.95,-5.53,73724.35,73.72
4008,Exit long,2025-03-04 01:45,EXIT_LONG,115.65,153.95,17376.3365,428.02,2.46,460.35,2.65,-24.63,-0.14,74152.37,74.15
4008,Entry long,2025-03-03 23:00,BUY,112.87,153.95,17376.3365,428.02,2.46,460.35,2.65,-24.63,-0.14,74152.37,74.15
4009,Exit long,2025-03-04 07:30,EXIT_LONG,110.56,156.69,17414.5266,-90.89,-0.52,228.79,1.31,-695.76,-3.99,74061.48,74.06
4009,Entry long,2025-03-04 03:15,BUY,111.14,156.69,17414.5266,-90.89,-0.52,228.79,1.31,-695.76,-3.99,74061.48,74.06
4010,Exit long,2025-03-04 07:30,EXIT_LONG,110.56,157.24,17404.8956,-20.44,-0.12,97.5,0.56,-627.44,-3.60,74041.04,74.04
4010,Entry long,2025-03-04 03:45,BUY,110.69,157.24,17404.8956,-20.44,-0.12,97.5,0.56,-627.44,-3.60,74041.04,74.04
4011,Exit long,2025-03-04 07:30,EXIT_LONG,110.56,160.83,17313.3495,468.05,2.70,519.52,3.00,-152.8,-0.88,74509.09,74.51
4011,Entry long,2025-03-04 04:00,BUY,107.65,160.83,17313.3495,468.05,2.70,519.52,3.00,-152.8,-0.88,74509.09,74.51
4012,Exit long,2025-03-04 13:30,EXIT_LONG,104.95,168.42,17465.154,210.37,1.21,425.79,2.44,-437.57,-2.51,74719.46,74.72
4012,Entry long,2025-03-04 09:45,BUY,103.7,168.42,17465.154,210.37,1.21,425.79,2.44,-437.57,-2.51,74719.46,74.72
4013,Exit long,2025-03-04 13:30,EXIT_LONG,104.95,167.56,17473.1568,112.18,0.64,326.5,1.87,-532.45,-3.05,74831.65,74.83
4013,Entry long,2025-03-04 10:00,BUY,104.28,167.56,17473.1568,112.18,0.64,326.5,1.87,-532.45,-3.05,74831.65,74.83
4014,Exit long,2025-03-04 19:15,EXIT_LONG,103.35,171.24,17495.5908,201.92,1.15,311.43,1.78,-294.32,-1.68,75033.56,75.03
4014,Entry long,2025-03-04 15:45,BUY,102.17,171.24,17495.5908,201.92,1.15,311.43,1.78,-294.32,-1.68,75033.56,75.03
4015,Exit long,2025-03-04 19:15,EXIT_LONG,103.35,172.85,17478.592,385.17,2.21,495.72,2.84,-115.72,-0.66,75418.73,75.42
4015,Entry long,2025-03-04 16:00,BUY,101.12,172.85,17478.592,385.17,2.21,495.72,2.84,-115.72,-0.66,75418.73,75.42
4016,Exit long,2025-03-04 19:15,EXIT_LONG,103.35,171.83,17502.6038,255.84,1.46,365.73,2.09,-182.01,-1.04,75674.58,75.67
4016,Entry long,2025-03-04 16:15,BUY,101.86,171.83,17502.6038,255.84,1.46,365.73,2.09,-182.01,-1.04,75674.58,75.67
4017,Exit long,2025-03-04 22:45,EXIT_LONG,103.33,176.63,17579.9839,670.7,3.82,1200.21,6.83,-38.83,-0.22,76345.28,76.35
4017,Entry long,2025-03-04 21:30,BUY,99.53,176.63,17579.9839,670.7,3.82,1200.21,6.83,-38.83,-0.22,76345.28,76.35
4018,Exit long,2025-03-05 01:15,EXIT_LONG,100.35,184.61,17648.716,876.26,4.97,929.76,5.27,-308.07,-1.75,77221.54,77.22
4018,Entry long,2025-03-05 00:30,BUY,95.6,184.61,17648.716,876.26,4.97,929.76,5.27,-308.07,-1.75,77221.54,77.22
4019,Exit long,2025-03-05 01:15,EXIT_LONG,100.35,182.65,17667.7345,660.71,3.74,713.64,4.04,-5.48,-0.03,77882.25,77.88
4019,Entry long,2025-03-05 00:45,BUY,96.73,182.65,17667.7345,660.71,3.74,713.64,4.04,-5.48,-0.03,77882.25,77.88
4020,Exit long,2025-03-06 01:15,EXIT_LONG,102.88,176.5,17791.2,367.04,2.06,395.27,2.22,-33.53,-0.19,78249.29,78.25
4020,Entry long,2025-03-05 23:30,BUY,100.8,176.5,17791.2,367.04,2.06,395.27,2.22,-33.53,-0.19,78249.29,78.25
4021,Exit long,2025-03-07 06:00,EXIT_LONG,103.94,170.65,17822.686,-85.32,-0.48,426.62,2.39,-397.61,-2.23,78163.96,78.16
4021,Entry long,2025-03-06 22:45,BUY,104.44,170.65,17822.686,-85.32,-0.48,426.62,2.39,-397.61,-2.23,78163.96,78.16
4022,Exit long,2025-03-07 06:00,EXIT_LONG,103.94,171.01,17822.6622,-47.88,-0.27,64.98,0.36,-360.82,-2.02,78116.08,78.12
4022,Entry long,2025-03-07 00:45,BUY,104.22,171.01,17822.6622,-47.88,-0.27,64.98,0.36,-360.82,-2.02,78116.08,78.12
4023,Exit long,2025-03-07 06:00,EXIT_LONG,103.94,171.91,17796.1232,72.2,0.41,91.11,0.51,-242.39,-1.36,78188.28,78.19
4023,Entry long,2025-03-07 01:00,BUY,103.52,171.91,17796.1232,72.2,0.41,91.11,0.51,-242.39,-1.36,78188.28,78.19
4024,Exit long,2025-03-07 09:45,EXIT_LONG,102.18,177.99,17816.799,370.21,2.08,416.48,2.34,-500.14,-2.81,78558.49,78.56
4024,Entry long,2025-03-07 08:30,BUY,100.1,177.99,17816.799,370.21,2.08,416.48,2.34,-500.14,-2.81,78558.49,78.56
4025,Exit long,2025-03-07 09:45,EXIT_LONG,102.18,180.35,17791.5275,636.62,3.58,683.51,3.84,-245.27,-1.38,79195.11,79.20
4025,Entry long,2025-03-07 08:45,BUY,98.65,180.35,17791.5275,636.62,3.58,683.51,3.84,-245.27,-1.38,79195.11,79.20
4026,Exit long,2025-03-07 09:45,EXIT_LONG,102.18,181.22,17770.4332,746.6,4.20,793.72,4.47,-79.73,-0.45,79941.71,79.94
