Trade #,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
4649,Entry long,10/20/2025 00:45,BUY,92.7800,205.3211,19049.6936,121.14,0.12,164.26,0.16,-49.28,-0.05,90860.24,90.86
4650,Exit long,10/20/2025 19:00,EXIT_LONG,94.8100,203.4540,19289.4777,203.45,0.20,236.01,0.24,-2.03,-0,91063.69,91.06
4650,Entry long,10/20/2025 17:45,BUY,93.8100,203.4540,19086.0237,203.45,0.20,236.01,0.24,-2.03,-0,91063.69,91.06
4651,Exit long,10/21/2025 06:45,EXIT_LONG,92.6300,203.2592,18827.9039,-278.47,-0.28,16.26,0.02,-483.76,-0.48,90785.23,90.79
4651,Entry long,10/21/2025 00:00,BUY,94,203.2592,19106.3691,-278.47,-0.28,16.26,0.02,-483.76,-0.48,90785.23,90.79
4652,Exit long,10/21/2025 06:45,EXIT_LONG,92.6300,204.3140,18925.6092,-169.58,-0.17,73.55,0.07,-375.94,-0.38,90615.64,90.62
4652,Entry long,10/21/2025 00:15,BUY,93.4600,204.3140,19095.1898,-169.58,-0.17,73.55,0.07,-375.94,-0.38,90615.64,90.62
4653,Exit long,10/21/2025 06:45,EXIT_LONG,92.6300,203.8407,18881.7652,-224.22,-0.22,18.35,0.02,-430.10,-0.43,90391.42,90.39
4653,Entry long,10/21/2025 00:30,BUY,93.7300,203.8407,19105.9900,-224.22,-0.22,18.35,0.02,-430.10,-0.43,90391.42,90.39
4654,Exit long,10/22/2025 04:15,EXIT_LONG,93.1600,204.2826,19030.9707,-8.17,-0.01,44.94,0.04,-255.35,-0.26,90383.25,90.38
4654,Entry long,10/21/2025 23:45,BUY,93.2000,204.2826,19039.1420,-8.17,-0.01,44.94,0.04,-255.35,-0.26,90383.25,90.38
4655,Exit long,10/22/2025 04:15,EXIT_LONG,93.1600,205.7764,19170.1263,146.10,0.15,181.08,0.18,-102.89,-0.10,90529.35,90.53
4655,Entry long,10/22/2025 00:00,BUY,92.4500,205.7764,19024.0251,146.10,0.15,181.08,0.18,-102.89,-0.10,90529.35,90.53
4656,Exit long,10/22/2025 04:15,EXIT_LONG,93.1600,205.2944,19125.2219,90.33,0.09,125.23,0.13,-158.08,-0.16,90619.68,90.62
4656,Entry long,10/22/2025 00:15,BUY,92.7200,205.2944,19034.8924,90.33,0.09,125.23,0.13,-158.08,-0.16,90619.68,90.62
4657,Exit long,10/23/2025 00:15,EXIT_LONG,92.4700,208.8754,19314.7072,252.74,0.25,265.27,0.27,-281.98,-0.28,90872.42,90.87
4657,Entry long,10/22/2025 21:15,BUY,91.2600,208.8754,19061.9680,252.74,0.25,265.27,0.27,-281.98,-0.28,90872.42,90.87
4658,Exit long,10/23/2025 00:15,EXIT_LONG,92.4700,211.0635,19517.0395,477,0.48,489.67,0.49,-63.32,-0.06,91349.42,91.35
4658,Entry long,10/22/2025 21:30,BUY,90.2100,211.0635,19040.0360,477,0.48,489.67,0.49,-63.32,-0.06,91349.42,91.35
4659,Exit long,10/23/2025 00:15,EXIT_LONG,92.4700,211.2652,19535.6954,500.70,0.50,513.37,0.51,-10.56,-0.01,91850.12,91.85
4659,Entry long,10/22/2025 21:45,BUY,90.1000,211.2652,19034.9968,500.70,0.50,513.37,0.51,-10.56,-0.01,91850.12,91.85
4660,Exit long,10/27/2025 14:00,EXIT_LONG,99.1800,193.6706,19208.2526,23.24,0.02,94.90,0.09,-174.30,-0.17,91873.36,91.87
4660,Entry long,10/27/2025 08:30,BUY,99.0600,193.6706,19185.0121,23.24,0.02,94.90,0.09,-174.30,-0.17,91873.36,91.87
4661,Exit long,10/27/2025 14:00,EXIT_LONG,99.1800,194.2552,19266.2295,87.41,0.09,124.32,0.12,-110.73,-0.11,91960.78,91.96
4661,Entry long,10/27/2025 11:30,BUY,98.7300,194.2552,19178.8146,87.41,0.09,124.32,0.12,-110.73,-0.11,91960.78,91.96
4662,Exit long,10/28/2025 01:45,EXIT_LONG,100.5200,193.5479,19455.4318,259.35,0.26,309.68,0.31,-102.58,-0.10,92220.13,92.22
4662,Entry long,10/27/2025 22:45,BUY,99.1800,193.5479,19196.0776,259.35,0.26,309.68,0.31,-102.58,-0.10,92220.13,92.22
4663,Exit long,10/28/2025 01:45,EXIT_LONG,100.5200,193.8117,19481.9538,288.78,0.29,339.17,0.34,-73.65,-0.07,92508.91,92.51
4663,Entry long,10/27/2025 23:15,BUY,99.0300,193.8117,19193.1744,288.78,0.29,339.17,0.34,-73.65,-0.07,92508.91,92.51
4664,Exit long,10/28/2025 01:45,EXIT_LONG,100.5200,193.6826,19468.9784,273.09,0.27,323.45,0.32,-1.94,-0,92782,92.78
4664,Entry long,10/27/2025 23:30,BUY,99.1100,193.6826,19195.8859,273.09,0.27,323.45,0.32,-1.94,-0,92782,92.78
4665,Exit long,10/28/2025 18:00,EXIT_LONG,99.9400,195.1828,19506.5640,228.36,0.23,251.79,0.25,-320.10,-0.32,93010.37,93.01
4665,Entry long,10/28/2025 14:45,BUY,98.7700,195.1828,19278.2002,228.36,0.23,251.79,0.25,-320.10,-0.32,93010.37,93.01
4666,Exit long,10/28/2025 18:00,EXIT_LONG,99.9400,195.4678,19535.0494,259.97,0.26,283.43,0.28,-21.50,-0.02,93270.34,93.27
4666,Entry long,10/28/2025 15:00,BUY,98.6100,195.4678,19275.0773,259.97,0.26,283.43,0.28,-21.50,-0.02,93270.34,93.27
4667,Exit long,10/29/2025 02:00,EXIT_LONG,96.7800,197.9215,19154.8421,-172.19,-0.17,41.56,0.04,-459.18,-0.46,93098.15,93.10
4667,Entry long,10/28/2025 20:15,BUY,97.6500,197.9215,19327.0338,-172.19,-0.17,41.56,0.04,-459.18,-0.46,93098.15,93.10
4668,Exit long,10/29/2025 02:00,EXIT_LONG,96.7800,200.1959,19374.9579,72.07,0.07,212.21,0.21,-218.21,-0.22,93170.22,93.17
4668,Entry long,10/28/2025 20:30,BUY,96.4200,200.1959,19302.8874,72.07,0.07,212.21,0.21,-218.21,-0.22,93170.22,93.17
4669,Exit long,10/29/2025 02:00,EXIT_LONG,96.7800,199.4529,19303.0521,-17.95,-0.02,121.67,0.12,-307.16,-0.31,93152.27,93.15
4669,Entry long,10/28/2025 20:45,BUY,96.8700,199.4529,19321.0029,-17.95,-0.02,121.67,0.12,-307.16,-0.31,93152.27,93.15
4670,Exit long,10/30/2025 05:45,EXIT_LONG,97.9100,197.6994,19356.7435,41.52,0.04,112.69,0.11,-403.31,-0.40,93193.78,93.19
4670,Entry long,10/30/2025 04:15,BUY,97.7000,197.6994,19315.2266,41.52,0.04,112.69,0.11,-403.31,-0.40,93193.78,93.19
4671,Exit long,10/30/2025 05:45,EXIT_LONG,97.9100,200.1903,19600.6364,312.30,0.31,384.37,0.38,-126.12,-0.13,93506.08,93.51
4671,Entry long,10/30/2025 04:30,BUY,96.3500,200.1903,19288.3395,312.30,0.31,384.37,0.38,-126.12,-0.13,93506.08,93.51
4672,Exit long,10/30/2025 05:45,EXIT_LONG,97.9100,199.9099,19573.1761,277.87,0.28,349.84,0.35,-55.97,-0.06,93783.95,93.78
4672,Entry long,10/30/2025 04:45,BUY,96.5200,199.9099,19295.3013,277.87,0.28,349.84,0.35,-55.97,-0.06,93783.95,93.78
4673,Exit long,10/30/2025 21:00,EXIT_LONG,91.9900,200.5630,18449.7889,-928.61,-0.93,106.30,0.11,-1253.52,-1.25,92855.35,92.86
4673,Entry long,10/30/2025 10:45,BUY,96.6200,200.5630,19378.3955,-928.61,-0.93,106.30,0.11,-1253.52,-1.25,92855.35,92.86
4674,Exit long,10/30/2025 21:00,EXIT_LONG,91.9900,201.9561,18577.9445,-785.61,-0.79,92.90,0.09,-1112.78,-1.11,92069.74,92.07
4674,Entry long,10/30/2025 12:30,BUY,95.8800,201.9561,19363.5538,-785.61,-0.79,92.90,0.09,-1112.78,-1.11,92069.74,92.07
4675,Exit long,10/30/2025 21:00,EXIT_LONG,91.9900,202.7485,18650.8331,-693.40,-0.69,111.51,0.11,-1021.85,-1.02,91376.34,91.38
4675,Entry long,10/30/2025 12:45,BUY,95.4100,202.7485,19344.2329,-693.40,-0.69,111.51,0.11,-1021.85,-1.02,91376.34,91.38
4676,Exit long,11/2/2025 21:00,EXIT_LONG,98.4200,193.1533,19010.1527,-127.48,-0.13,52.15,0.05,-305.18,-0.31,91248.86,91.25
4676,Entry long,11/2/2025 13:30,BUY,99.0800,193.1533,19137.6339,-127.48,-0.13,52.15,0.05,-305.18,-0.31,91248.86,91.25
4677,Exit long,11/2/2025 21:00,EXIT_LONG,98.4200,193.3290,19027.4381,-108.26,-0.11,59.93,0.06,-286.13,-0.29,91140.59,91.14
4677,Entry long,11/2/2025 14:15,BUY,98.9800,193.3290,19135.7024,-108.26,-0.11,59.93,0.06,-286.13,-0.29,91140.59,91.14
4678,Exit long,11/2/2025 21:00,EXIT_LONG,98.4200,194.1894,19112.1175,-1.94,-0,167,0.17,-180.60,-0.18,91138.65,91.14
4678,Entry long,11/2/2025 14:30,BUY,98.4300,194.1894,19114.0594,-1.94,-0,167,0.17,-180.60,-0.18,91138.65,91.14
4679,Exit long,11/3/2025 14:15,EXIT_LONG,92.1800,196.6649,18128.5738,-985.29,-0.99,31.47,0.03,-1610.69,-1.61,90153.36,90.15
4679,Entry long,11/3/2025 02:30,BUY,97.1900,196.6649,19113.8652,-985.29,-0.99,31.47,0.03,-1610.69,-1.61,90153.36,90.15
4680,Exit long,11/3/2025 14:15,EXIT_LONG,92.1800,197.5823,18213.1326,-891.10,-0.89,130.40,0.13,-1519.41,-1.52,89262.26,89.26
4680,Entry long,11/3/2025 02:45,BUY,96.6900,197.5823,19104.2286,-891.10,-0.89,130.40,0.13,-1519.41,-1.52,89262.26,89.26
4681,Exit long,11/3/2025 14:15,EXIT_LONG,92.1800,198.4354,18291.7739,-791.76,-0.79,73.42,0.07,-1422.78,-1.42,88470.51,88.47
4681,Entry long,11/3/2025 03:15,BUY,96.1700,198.4354,19083.5311,-791.76,-0.79,73.42,0.07,-1422.78,-1.42,88470.51,88.47
4682,Exit long,11/3/2025 18:00,EXIT_LONG,90,212.2177,19099.5897,252.54,0.25,278.01,0.28,-734.27,-0.73,88723.05,88.72
4682,Entry long,11/3/2025 15:30,BUY,88.8100,212.2177,18847.0507,252.54,0.25,278.01,0.28,-734.27,-0.73,88723.05,88.72
4683,Exit long,11/3/2025 18:00,EXIT_LONG,90,213.4103,19206.9248,371.33,0.37,396.94,0.40,-168.59,-0.17,89094.38,89.09
4683,Entry long,11/3/2025 15:45,BUY,88.2600,213.4103,18835.5910,371.33,0.37,396.94,0.40,-168.59,-0.17,89094.38,89.09
4684,Exit long,11/3/2025 18:00,EXIT_LONG,90,214.4547,19300.9260,488.96,0.49,514.69,0.51,-53.61,-0.05,89583.34,89.58
4684,Entry long,11/3/2025 16:00,BUY,87.7200,214.4547,18811.9692,488.96,0.49,514.69,0.51,-53.61,-0.05,89583.34,89.58
4685,Exit long,11/4/2025 00:45,EXIT_LONG,88.6500,218.0623,19331.2202,372.89,0.37,392.51,0.39,-157,-0.16,89956.22,89.96
4685,Entry long,11/3/2025 21:00,BUY,86.9400,218.0623,18958.3337,372.89,0.37,392.51,0.39,-157,-0.16,89956.22,89.96
4686,Exit long,11/4/2025 00:45,EXIT_LONG,88.6500,217.9720,19323.2192,364.01,0.36,383.63,0.38,-165.66,-0.17,90320.24,90.32
4686,Entry long,11/3/2025 21:15,BUY,86.9800,217.9720,18959.2059,364.01,0.36,383.63,0.38,-165.66,-0.17,90320.24,90.32
4687,Exit long,11/4/2025 10:15,EXIT_LONG,87.3700,219.3893,19168.0450,136.02,0.14,331.28,0.33,-337.86,-0.34,90456.26,90.46
4687,Entry long,11/4/2025 05:45,BUY,86.7500,219.3893,19032.0237,136.02,0.14,331.28,0.33,-337.86,-0.34,90456.26,90.46
4688,Exit long,11/4/2025 10:15,EXIT_LONG,87.3700,222.6542,19453.2972,451.99,0.45,650.15,0.65,-8.91,-0.01,90908.25,90.91
4688,Entry long,11/4/2025 06:00,BUY,85.3400,222.6542,19001.3092,451.99,0.45,650.15,0.65,-8.91,-0.01,90908.25,90.91
4689,Exit long,11/4/2025 22:15,EXIT_LONG,84.5000,225.2339,19032.2638,-58.56,-0.06,412.18,0.41,-1144.19,-1.14,90849.69,90.85
4689,Entry long,11/4/2025 17:15,BUY,84.7600,225.2339,19090.8246,-58.56,-0.06,412.18,0.41,-1144.19,-1.14,90849.69,90.85
4690,Exit long,11/4/2025 22:15,EXIT_LONG,84.5000,227.8501,19253.3364,186.84,0.19,373.67,0.37,-911.40,-0.91,91036.52,91.04
4690,Entry long,11/4/2025 18:30,BUY,83.6800,227.8501,19066.4993,186.84,0.19,373.67,0.37,-911.40,-0.91,91036.52,91.04
4691,Exit long,11/4/2025 22:15,EXIT_LONG,84.5000,229.6843,19408.3256,378.98,0.38,503.01,0.50,-728.10,-0.73,91415.50,91.42
4691,Entry long,11/4/2025 20:15,BUY,82.8500,229.6843,19029.3464,378.98,0.38,503.01,0.50,-728.10,-0.73,91415.50,91.42
4692,Exit long,11/6/2025 09:45,EXIT_LONG,87.3800,220.1697,19238.4248,96.87,0.10,121.09,0.12,-92.47,-0.09,91512.38,91.51
4692,Entry long,11/6/2025 07:00,BUY,86.9400,220.1697,19141.5501,96.87,0.10,121.09,0.12,-92.47,-0.09,91512.38,91.51
4693,Exit long,11/6/2025 09:45,EXIT_LONG,87.3800,220.0305,19226.2626,83.61,0.08,107.81,0.11,-105.61,-0.11,91595.99,91.60
4693,Entry long,11/6/2025 07:15,BUY,87,220.0305,19142.6510,83.61,0.08,107.81,0.11,-105.61,-0.11,91595.99,91.60
4694,Exit long,11/6/2025 09:45,EXIT_LONG,87.3800,220.4436,19262.3647,127.86,0.13,152.11,0.15,-61.72,-0.06,91723.84,91.72
4694,Entry long,11/6/2025 07:45,BUY,86.8000,220.4436,19134.5074,127.86,0.13,152.11,0.15,-61.72,-0.06,91723.84,91.72
4695,Exit long,11/6/2025 17:45,EXIT_LONG,86.9800,223.8718,19472.3728,299.99,0.30,449.98,0.45,-29.10,-0.03,92023.83,92.02
4695,Entry long,11/6/2025 16:45,BUY,85.6400,223.8718,19172.3845,299.99,0.30,449.98,0.45,-29.10,-0.03,92023.83,92.02
4696,Exit long,11/7/2025 14:15,EXIT_LONG,88.2800,219.4809,19375.7732,173.39,0.17,223.87,0.22,-338,-0.34,92197.22,92.20
4696,Entry long,11/7/2025 11:15,BUY,87.4900,219.4809,19202.3833,173.39,0.17,223.87,0.22,-338,-0.34,92197.22,92.20
4697,Exit long,11/7/2025 14:15,EXIT_LONG,88.2800,220.0016,19421.7368,224.40,0.22,275,0.28,-288.20,-0.29,92421.62,92.42
4697,Entry long,11/7/2025 11:30,BUY,87.2600,220.0016,19197.3353,224.40,0.22,275,0.28,-288.20,-0.29,92421.62,92.42
4698,Exit long,11/7/2025 14:15,EXIT_LONG,88.2800,220.5733,19472.2146,286.75,0.29,337.48,0.34,-227.19,-0.23,92708.37,92.71
4698,Entry long,11/7/2025 12:30,BUY,86.9800,220.5733,19185.4692,286.75,0.29,337.48,0.34,-227.19,-0.23,92708.37,92.71
4699,Exit long,11/8/2025 08:45,EXIT_LONG,100.5400,195.3059,19636.0591,365.22,0.37,423.81,0.42,-1.95,-0,93073.59,93.07
4699,Entry long,11/8/2025 06:30,BUY,98.6700,195.3059,19270.8370,365.22,0.37,423.81,0.42,-1.95,-0,93073.59,93.07
4700,Exit long,11/11/2025 01:15,EXIT_LONG,105.0300,184.4946,19377.4672,70.11,0.07,431.72,0.43,-346.85,-0.35,93143.70,93.14
4700,Entry long,11/10/2025 22:00,BUY,104.6500,184.4946,19307.3592,70.11,0.07,431.72,0.43,-346.85,-0.35,93143.70,93.14
4701,Exit long,11/11/2025 01:15,EXIT_LONG,105.0300,185.3095,19463.0600,164.93,0.16,528.13,0.53,-253.87,-0.25,93308.63,93.31
4701,Entry long,11/10/2025 22:15,BUY,104.1400,185.3095,19298.1345,164.93,0.16,528.13,0.53,-253.87,-0.25,93308.63,93.31
4702,Exit long,11/11/2025 11:45,EXIT_LONG,102.6900,187.0608,19209.2730,-121.59,-0.12,95.40,0.10,-269.37,-0.27,93187.04,93.19
4702,Entry long,11/11/2025 06:00,BUY,103.3400,187.0608,19330.8626,-121.59,-0.12,95.40,0.10,-269.37,-0.27,93187.04,93.19
4703,Exit long,11/11/2025 11:45,EXIT_LONG,102.6900,187.5036,19254.7476,-71.25,-0.07,43.13,0.04,-219.38,-0.22,93115.78,93.12
4703,Entry long,11/11/2025 07:30,BUY,103.0700,187.5036,19325.9990,-71.25,-0.07,43.13,0.04,-219.38,-0.22,93115.78,93.12
4704,Exit long,11/11/2025 11:45,EXIT_LONG,102.6900,188.2222,19328.5373,20.70,0.02,135.52,0.14,-127.99,-0.13,93136.49,93.14
4704,Entry long,11/11/2025 07:45,BUY,102.5800,188.2222,19307.8328,20.70,0.02,135.52,0.14,-127.99,-0.13,93136.49,93.14
4705,Exit long,11/11/2025 22:45,EXIT_LONG,100.4500,192.8665,19373.4375,59.79,0.06,127.29,0.13,-216.01,-0.22,93196.28,93.20
4705,Entry long,11/11/2025 18:30,BUY,100.1400,192.8665,19313.6489,59.79,0.06,127.29,0.13,-216.01,-0.22,93196.28,93.20
4706,Exit long,11/11/2025 22:45,EXIT_LONG,100.4500,193.3203,19419.0198,110.19,0.11,177.85,0.18,-166.26,-0.17,93306.47,93.31
4706,Entry long,11/11/2025 18:45,BUY,99.8800,193.3203,19308.8272,110.19,0.11,177.85,0.18,-166.26,-0.17,93306.47,93.31
4707,Exit long,11/11/2025 22:45,EXIT_LONG,100.4500,193.5976,19446.8812,145.20,0.15,212.96,0.21,-131.65,-0.13,93451.67,93.45
4707,Entry long,11/11/2025 20:30,BUY,99.7000,193.5976,19301.6830,145.20,0.15,212.96,0.21,-131.65,-0.13,93451.67,93.45
4708,Exit long,11/12/2025 20:15,EXIT_LONG,97.5800,193.4130,18873.2392,-471.93,-0.47,52.22,0.05,-998.01,-1,92979.74,92.98
4708,Entry long,11/12/2025 16:00,BUY,100.0200,193.4130,19345.1668,-471.93,-0.47,52.22,0.05,-998.01,-1,92979.74,92.98
4709,Exit long,11/12/2025 20:15,EXIT_LONG,97.5800,197.8022,19301.5433,3.96,0,146.37,0.15,-534.07,-0.53,92983.70,92.98
4709,Entry long,11/12/2025 16:15,BUY,97.5600,197.8022,19297.5873,3.96,0,146.37,0.15,-534.07,-0.53,92983.70,92.98
4710,Exit long,11/12/2025 20:15,EXIT_LONG,97.5800,199.3792,19455.4222,195.39,0.20,319.01,0.32,-346.92,-0.35,93179.09,93.18
4710,Entry long,11/12/2025 16:30,BUY,96.6000,199.3792,19260.0306,195.39,0.20,319.01,0.32,-346.92,-0.35,93179.09,93.18
4711,Exit long,11/13/2025 22:30,EXIT_LONG,96.4700,198.4173,19141.3174,-176.59,-0.18,23.81,0.02,-750.02,-0.75,93002.50,93
4711,Entry long,11/13/2025 17:00,BUY,97.3600,198.4173,19317.9088,-176.59,-0.18,23.81,0.02,-750.02,-0.75,93002.50,93
4712,Exit long,11/13/2025 22:30,EXIT_LONG,96.4700,199.1355,19210.6028,-99.57,-0.10,101.56,0.10,-675.07,-0.68,92902.93,92.90
4712,Entry long,11/13/2025 17:15,BUY,96.9700,199.1355,19310.1706,-99.57,-0.10,101.56,0.10,-675.07,-0.68,92902.93,92.90
4713,Exit long,11/13/2025 22:30,EXIT_LONG,96.4700,198.9385,19191.5993,-123.34,-0.12,77.59,0.08,-698.27,-0.70,92779.59,92.78
4713,Entry long,11/13/2025 17:30,BUY,97.0900,198.9385,19314.9412,-123.34,-0.12,77.59,0.08,-698.27,-0.70,92779.59,92.78
4714,Exit long,11/14/2025 14:45,EXIT_LONG,96.5400,203.8701,19681.6216,403.66,0.40,483.17,0.48,-169.21,-0.17,93183.25,93.18
4714,Entry long,11/14/2025 12:45,BUY,94.5600,203.8701,19277.9587,403.66,0.40,483.17,0.48,-169.21,-0.17,93183.25,93.18
4715,Exit long,11/16/2025 03:00,EXIT_LONG,101.9700,190.6288,19438.4212,120.10,0.12,352.66,0.35,-280.22,-0.28,93303.35,93.30
4715,Entry long,11/16/2025 00:15,BUY,101.3400,190.6288,19318.3250,120.10,0.12,352.66,0.35,-280.22,-0.28,93303.35,93.30
4716,Exit long,11/16/2025 03:00,EXIT_LONG,101.9700,190.7305,19448.7853,131.60,0.13,364.30,0.36,-268.93,-0.27,93434.95,93.43
4716,Entry long,11/16/2025 00:30,BUY,101.2800,190.7305,19317.1813,131.60,0.13,364.30,0.36,-268.93,-0.27,93434.95,93.43
4717,Exit long,11/16/2025 03:00,EXIT_LONG,101.9700,191.4913,19526.3693,227.87,0.23,461.49,0.46,-174.26,-0.17,93662.83,93.66
4717,Entry long,11/16/2025 01:30,BUY,100.7800,191.4913,19298.4946,227.87,0.23,461.49,0.46,-174.26,-0.17,93662.83,93.66
4718,Exit long,11/16/2025 23:00,EXIT_LONG,96.3600,192.9874,18596.2629,-770.02,-0.77,291.41,0.29,-1196.52,-1.20,92892.81,92.89
4718,Entry long,11/16/2025 11:45,BUY,100.3500,192.9874,19366.2825,-770.02,-0.77,291.41,0.29,-1196.52,-1.20,92892.81,92.89
4719,Exit long,11/16/2025 23:00,EXIT_LONG,96.3600,194.8593,18776.6437,-568.99,-0.57,72.10,0.07,-999.63,-1,92323.82,92.32
4719,Entry long,11/16/2025 15:15,BUY,99.2800,194.8593,19345.6329,-568.99,-0.57,72.10,0.07,-999.63,-1,92323.82,92.32
4720,Exit long,11/16/2025 23:00,EXIT_LONG,96.3600,195.1901,18808.5228,-528.97,-0.53,33.18,0.03,-960.34,-0.96,91794.85,91.79
4720,Entry long,11/16/2025 15:30,BUY,99.0700,195.1901,19337.4881,-528.97,-0.53,33.18,0.03,-960.34,-0.96,91794.85,91.79
4721,Exit long,11/17/2025 14:45,EXIT_LONG,96,201.6346,19356.9236,177.44,0.18,483.92,0.48,-280.27,-0.28,91972.29,91.97
4721,Entry long,11/17/2025 13:15,BUY,95.1200,201.6346,19179.4851,177.44,0.18,483.92,0.48,-280.27,-0.28,91972.29,91.97
4722,Exit long,11/17/2025 14:45,EXIT_LONG,96,202.1341,19404.8771,230.43,0.23,537.68,0.54,-228.41,-0.23,92202.72,92.20
4722,Entry long,11/17/2025 13:30,BUY,94.8600,202.1341,19174.4442,230.43,0.23,537.68,0.54,-228.41,-0.23,92202.72,92.20
4723,Exit long,11/17/2025 14:45,EXIT_LONG,96,203.0451,19492.3320,339.09,0.34,647.71,0.65,-121.83,-0.12,92541.81,92.54
4723,Entry long,11/17/2025 13:45,BUY,94.3300,203.0451,19153.2466,339.09,0.34,647.71,0.65,-121.83,-0.12,92541.81,92.54
4724,Exit long,11/18/2025 01:00,EXIT_LONG,92.0400,207.9285,19137.7408,-116.44,-0.12,237.04,0.24,-451.20,-0.45,92425.37,92.43
4724,Entry long,11/17/2025 18:30,BUY,92.6000,207.9285,19254.1808,-116.44,-0.12,237.04,0.24,-451.20,-0.45,92425.37,92.43
4725,Exit long,11/18/2025 01:00,EXIT_LONG,92.0400,207.6080,19108.2378,-149.48,-0.15,85.12,0.09,-483.73,-0.48,92275.89,92.28
4725,Entry long,11/17/2025 19:00,BUY,92.7600,207.6080,19257.7156,-149.48,-0.15,85.12,0.09,-483.73,-0.48,92275.89,92.28
4726,Exit long,11/18/2025 01:00,EXIT_LONG,92.0400,207.9780,19142.2970,-106.07,-0.11,54.07,0.05,-440.91,-0.44,92169.82,92.17
4726,Entry long,11/17/2025 19:15,BUY,92.5500,207.9780,19248.3658,-106.07,-0.11,54.07,0.05,-440.91,-0.44,92169.82,92.17
4727,Exit long,11/19/2025 07:15,EXIT_LONG,94.3700,204.7191,19319.3417,102.36,0.10,135.11,0.14,-317.31,-0.32,92272.18,92.27
4727,Entry long,11/19/2025 04:45,BUY,93.8700,204.7191,19216.9821,102.36,0.10,135.11,0.14,-317.31,-0.32,92272.18,92.27
4728,Exit long,11/19/2025 07:15,EXIT_LONG,94.3700,204.6624,19313.9923,96.19,0.10,128.94,0.13,-323.37,-0.32,92368.37,92.37
4728,Entry long,11/19/2025 05:00,BUY,93.9000,204.6624,19217.8010,96.19,0.10,128.94,0.13,-323.37,-0.32,92368.37,92.37
4729,Exit long,11/19/2025 07:15,EXIT_LONG,94.3700,204.9966,19345.5251,135.30,0.14,168.10,0.17,-284.95,-0.28,92503.67,92.50
4729,Entry long,11/19/2025 05:15,BUY,93.7100,204.9966,19210.2274,135.30,0.14,168.10,0.17,-284.95,-0.28,92503.67,92.50
4730,Exit long,11/19/2025 14:45,EXIT_LONG,93.6500,207.9996,19479.1666,228.80,0.23,264.16,0.26,-10.40,-0.01,92732.47,92.73
4730,Entry long,11/19/2025 14:30,BUY,92.5500,207.9996,19250.3670,228.80,0.23,264.16,0.26,-10.40,-0.01,92732.47,92.73
4731,Exit long,11/19/2025 21:00,EXIT_LONG,90.9200,210.1543,19107.2251,-166.02,-0.17,90.37,0.09,-598.94,-0.60,92566.45,92.57
4731,Entry long,11/19/2025 16:00,BUY,91.7100,210.1543,19273.2469,-166.02,-0.17,90.37,0.09,-598.94,-0.60,92566.45,92.57
4732,Exit long,11/19/2025 21:00,EXIT_LONG,90.9200,211.4207,19222.3718,-38.06,-0.04,78.23,0.08,-473.58,-0.47,92528.39,92.53
4732,Entry long,11/19/2025 16:30,BUY,91.1000,211.4207,19260.4275,-38.06,-0.04,78.23,0.08,-473.58,-0.47,92528.39,92.53
4733,Exit long,11/19/2025 21:00,EXIT_LONG,90.9200,211.5137,19230.8229,-27.50,-0.03,88.84,0.09,-463.21,-0.46,92500.90,92.50
4733,Entry long,11/19/2025 16:45,BUY,91.0500,211.5137,19258.3197,-27.50,-0.03,88.84,0.09,-463.21,-0.46,92500.90,92.50
4734,Exit long,11/20/2025 14:30,EXIT_LONG,92.4000,210.3835,19439.4347,189.35,0.19,265.08,0.27,-18.93,-0.02,92690.24,92.69
4734,Entry long,11/20/2025 14:15,BUY,91.5000,210.3835,19250.0895,189.35,0.19,265.08,0.27,-18.93,-0.02,92690.24,92.69
4735,Exit long,11/20/2025 21:45,EXIT_LONG,87.8600,213.2001,18731.7598,-537.26,-0.54,23.45,0.02,-931.68,-0.93,92152.98,92.15
4735,Entry long,11/20/2025 16:00,BUY,90.3800,213.2001,19269.0240,-537.26,-0.54,23.45,0.02,-931.68,-0.93,92152.98,92.15
4736,Exit long,11/20/2025 21:45,EXIT_LONG,87.8600,218.2305,19173.7332,-45.83,-0.05,200.77,0.20,-449.55,-0.45,92107.15,92.11
4736,Entry long,11/20/2025 16:15,BUY,88.0700,218.2305,19219.5616,-45.83,-0.05,200.77,0.20,-449.55,-0.45,92107.15,92.11
4737,Exit long,11/20/2025 21:45,EXIT_LONG,87.8600,218.1782,19169.1378,-52.36,-0.05,74.18,0.07,-455.99,-0.46,92054.78,92.05
4737,Entry long,11/20/2025 16:30,BUY,88.1000,218.1782,19221.5005,-52.36,-0.05,74.18,0.07,-455.99,-0.46,92054.78,92.05
4738,Exit long,11/21/2025 13:45,EXIT_LONG,83.3500,226.8542,18908.2994,-297.18,-0.30,274.49,0.27,-1054.87,-1.05,91757.61,91.76
4738,Entry long,11/21/2025 07:45,BUY,84.6600,226.8542,19205.4785,-297.18,-0.30,274.49,0.27,-1054.87,-1.05,91757.61,91.76
4739,Exit long,11/21/2025 13:45,EXIT_LONG,83.3500,234.1505,19516.4462,376.98,0.38,480.01,0.48,-405.08,-0.41,92134.59,92.13
